head_entity_label,head_entity,relationship,tail_entity_label,tail_entity
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":现场侦检}",着火事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":c.人员伤亡信息：事故区域遇险人数、位置、先期疏散抢救人员等情况。}"
[具体政府部门],"{""name"":市公安局,""危化品应急预案"":危化品应急预案}",牵头负责,[小组职责],"{""name"":负责组织事故可能危及区域有关人员的紧急疏散、撤离工作；对事故现场进行保护、警戒，维持现场抢险救灾秩序，维护社会治安。,""危化品应急预案"":危化品应急预案}"
[应急工作小组],"{""name"":警戒疏散组,""危化品应急预案"":危化品应急预案}",小组负责,[小组职责],"{""name"":负责组织事故可能危及区域有关人员的紧急疏散、撤离工作；对事故现场进行保护、警戒，维持现场抢险救灾秩序，维护社会治安。,""危化品应急预案"":危化品应急预案}"
[具体政府部门],"{""name"":市公安,""危化品应急预案"":危化品应急预案}",牵头负责,[小组职责],"{""name"":根据实际情况实行交通管制和疏导工作。,""危化品应急预案"":危化品应急预案}"
[应急工作小组],"{""name"":交通管制组,""危化品应急预案"":危化品应急预案}",小组负责,[小组职责],"{""name"":根据实际情况实行交通管制和疏导工作。,""危化品应急预案"":危化品应急预案}"
[具体政府部门],"{""name"":市应急管理局,""危化品应急预案"":危化品应急预案}",牵头负责,[小组职责],"{""name"":协调组织设立现场指挥部办公场所，为现场抢险救援工作人员提供生活后勤保障，安置事故伤亡人员家属；调配车辆运输应急物资到现场。,""危化品应急预案"":危化品应急预案}"
[应急工作小组],"{""name"":综合保障组,""危化品应急预案"":危化品应急预案}",小组负责,[小组职责],"{""name"":协调组织设立现场指挥部办公场所，为现场抢险救援工作人员提供生活后勤保障，安置事故伤亡人员家属；调配车辆运输应急物资到现场。,""危化品应急预案"":危化品应急预案}"
[具体政府部门],"{""name"":市卫生健康委员会,""危化品应急预案"":危化品应急预案}",牵头负责,[小组职责],"{""name"":组织医疗救护队伍进入事故现场，开展医疗救治工作。,""危化品应急预案"":危化品应急预案}"
[应急工作小组],"{""name"":医疗救护组,""危化品应急预案"":危化品应急预案}",小组负责,[小组职责],"{""name"":组织医疗救护队伍进入事故现场，开展医疗救治工作。,""危化品应急预案"":危化品应急预案}"
[具体政府部门],"{""name"":市生态环境局,""危化品应急预案"":危化品应急预案}",牵头负责,[小组职责],"{""name"":负责对事故现场周边环境的实时监测，分析并提供监测数据；对由危险化学品造成的突发环境事件及其处理过程中产生的污染物，指导协助有关部门做好处理处置工作。,""危化品应急预案"":危化品应急预案}"
[应急工作小组],"{""name"":环境保护组,""危化品应急预案"":危化品应急预案}",小组负责,[小组职责],"{""name"":负责对事故现场周边环境的实时监测，分析并提供监测数据；对由危险化学品造成的突发环境事件及其处理过程中产生的污染物，指导协助有关部门做好处理处置工作。,""危化品应急预案"":危化品应急预案}"
[具体政府部门],"{""name"":南京通信行业管理办公室,""危化品应急预案"":危化品应急预案}",牵头负责,[小组职责],"{""name"":保障事故救援现场通信畅通。,""危化品应急预案"":危化品应急预案}"
[应急工作小组],"{""name"":通信保障组,""危化品应急预案"":危化品应急预案}",小组负责,[小组职责],"{""name"":保障事故救援现场通信畅通。,""危化品应急预案"":危化品应急预案}"
[具体政府部门],"{""name"":市委宣传部,""危化品应急预案"":危化品应急预案}",牵头负责,[小组职责],"{""name"":负责事故和救援信息的发布，组织起草新闻发布稿和事故情况通稿，制定新闻发布方案，组织接待记者，适时组织新闻发布会。,""危化品应急预案"":危化品应急预案}"
[应急工作小组],"{""name"":信息发布组,""危化品应急预案"":危化品应急预案}",小组负责,[小组职责],"{""name"":负责事故和救援信息的发布，组织起草新闻发布稿和事故情况通稿，制定新闻发布方案，组织接待记者，适时组织新闻发布会。,""危化品应急预案"":危化品应急预案}"
[具体政府部门],"{""name"":市应急管理局,""危化品应急预案"":危化品应急预案}",牵头负责,[小组职责],"{""name"":组织事故调查，开展应急处置评估，形成事故调查报告，提出事故处理及防范措施意见。,""危化品应急预案"":危化品应急预案}"
[应急工作小组],"{""name"":事故调查组,""危化品应急预案"":危化品应急预案}",小组负责,[小组职责],"{""name"":组织事故调查，开展应急处置评估，形成事故调查报告，提出事故处理及防范措施意见。,""危化品应急预案"":危化品应急预案}"
[具体政府部门],"{""name"":事发地区人民政府（江北新区管委会）,""危化品应急预案"":危化品应急预案}",牵头负责,[小组职责],"{""name"":负责事故伤亡人员的善后处理；事故影响范围内人员生活安置。,""危化品应急预案"":危化品应急预案}"
[应急工作小组],"{""name"":善后处置组,""危化品应急预案"":危化品应急预案}",小组负责,[小组职责],"{""name"":负责事故伤亡人员的善后处理；事故影响范围内人员生活安置。,""危化品应急预案"":危化品应急预案}"
[具体政府部门],"{""name"":市应急管理局,""危化品应急预案"":危化品应急预案}",牵头负责,[小组职责],"{""name"":根据事故现场情况，对事故进行分析判断和事态评估，参与制定应急抢险方案，提供技术支持和决策咨询。,""危化品应急预案"":危化品应急预案}"
[应急工作小组],"{""name"":应急专家组,""危化品应急预案"":危化品应急预案}",小组负责,[小组职责],"{""name"":根据事故现场情况，对事故进行分析判断和事态评估，参与制定应急抢险方案，提供技术支持和决策咨询。,""危化品应急预案"":危化品应急预案}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",眼睛接触,[眼睛接触],"{""name"":立即提起眼睑，用大量流动清水或生理盐水彻底冲洗至少15分钟。就医。,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",法规信息,[法规信息],"{""name"":化学危险物品安全管理条例 (1987年2月17日国务院发布)，化学危险物品安全管理条例实施细则 (化劳发[1992] 677号)，工作场所安全使用化学品规定 ([1996]劳部发423号)等法规，针对化学危险品的安全使用、生产、储存、运输、装卸等方面均作了相应规定；常用危险化学品的分类及标志 (GB 13690-92)将该物质划为第3.1 类低闪点易燃液体；车间空气中溶剂汽油卫生标准 (GB 11719-89)，规定了车间空气中该物质的最高容许浓度及检测方法。,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",存储注意事项,[存储注意事项],"{""name"":储存于阴凉、通风的库房。远离火种、热源。库温不宜超过30℃。保持容器密封。应与氧化剂分开存放，切忌混储。采用防爆型照明、通风设施。禁止使用易产生火花的机械设备和工具。储区应备有泄漏应急处理设备和合适的收容材料。,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",危险性类别,[危险性类别],"{""name"":第3.1类 低闪点易燃液体,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",相对密度_空气_1_,[相对密度_空气_1_],"{""name"":3.5,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",爆炸上限_v___,[爆炸上限_v___],"{""name"":7.6,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",包装类别,[包装类别],"{""name"":O52,""msds库"":msds库}"
[应急总指挥部],"{""name"":市危险化学品生产安全事故应急指挥部,""危化品应急预案"":危化品应急预案}",设立,[现场指挥部名称],"{""name"":现场指挥部,""危化品应急预案"":危化品应急预案}"
[应急工作小组],"{""name"":通信保障组,""危化品应急预案"":危化品应急预案}",非牵头,[具体政府部门],"{""name"":南京通信中国电信南京分公司,""危化品应急预案"":危化品应急预案}"
[应急工作小组],"{""name"":通信保障组,""危化品应急预案"":危化品应急预案}",非牵头,[具体政府部门],"{""name"":中国移动南京分公司,""危化品应急预案"":危化品应急预案}"
[应急工作小组],"{""name"":通信保障组,""危化品应急预案"":危化品应急预案}",非牵头,[具体政府部门],"{""name"":中国联通南京分公司,""危化品应急预案"":危化品应急预案}"
[应急工作小组],"{""name"":事故调查组,""危化品应急预案"":危化品应急预案}",非牵头,[具体政府部门],"{""name"":市检察院,""危化品应急预案"":危化品应急预案}"
[应急工作小组],"{""name"":事故调查组,""危化品应急预案"":危化品应急预案}",非牵头,[具体政府部门],"{""name"":市监察委员会,""危化品应急预案"":危化品应急预案}"
[应急工作小组],"{""name"":事故调查组,""危化品应急预案"":危化品应急预案}",非牵头,[具体政府部门],"{""name"":市总工会,""危化品应急预案"":危化品应急预案}"
[具体政府部门],"{""name"":市应急管理局,""危化品应急预案"":危化品应急预案}",牵头负责,[小组职责],"{""name"":协调组织事故现场救援工作；负责向各专业小组传达指挥部指令；负责联系和督促各组工作；派出专家组，共同参与事故的处置工作；调运应急物资。,""危化品应急预案"":危化品应急预案}"
[应急工作小组],"{""name"":综合协调组,""危化品应急预案"":危化品应急预案}",小组负责,[小组职责],"{""name"":协调组织事故现场救援工作；负责向各专业小组传达指挥部指令；负责联系和督促各组工作；派出专家组，共同参与事故的处置工作；调运应急物资。,""危化品应急预案"":危化品应急预案}"
[具体政府部门],"{""name"":南京市消防救援支队,""危化品应急预案"":危化品应急预案}",牵头负责,[小组职责],"{""name"":负责火灾、爆炸、有毒物质泄漏事故现场应急处置，并组织对遇险、受伤人员进行营救和失踪人员的搜救。,""危化品应急预案"":危化品应急预案}"
[应急工作小组],"{""name"":抢险救援组,""危化品应急预案"":危化品应急预案}",小组负责,[小组职责],"{""name"":负责火灾、爆炸、有毒物质泄漏事故现场应急处置，并组织对遇险、受伤人员进行营救和失踪人员的搜救。,""危化品应急预案"":危化品应急预案}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",闪点___,[闪点___],"{""name"":≤-18,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",沸点___,[沸点___],"{""name"":122.5,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",灭火方法,[灭火方法],"{""name"":喷水冷却容器，可能的话将容器从火场移至空旷处。灭火剂：泡沫、干粉、二氧化碳。用水灭火无效。,""msds库"":msds库}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":疏散警戒}",泄漏事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":b.疏散泄漏区域及扩散可能波及范围的一切无关人员。}"
[事故类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":着火事故}",事故措施,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":安全防护}"
[事故类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":泄漏事故}",事故措施,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":安全防护}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":技术支持}",泄漏事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":应急救援部门会同事故单位、石油化工等部门的专家、技术人员判断事故状况，提供技术支持，制定应急救援方案，并参加配合应急救援行动。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":应急处置}",泄漏事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":c.挖坑收容。如果泄漏物沿一个方向流动，则在其流动的下方挖掘沟槽。}"
[事故状态类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":运输事故处置程序}",运输事故措施,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":洗消处理}"
[事故类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":着火事故}",事故措施,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":洗消处理}"
[事故类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":泄漏事故}",事故措施,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":洗消处理}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":清理移交}",着火事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":a.用雾状水或惰性气体清扫现场内事故罐、管道、低洼地、下水道、沟渠等处，确保不留残液。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":清理移交}",泄漏事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":a.用雾状水或惰性气体清扫现场内事故罐、管道、低洼地、下水道、沟渠等处，确保不留残液。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":现场侦检}",着火事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":b.事故基础信息: 事故地点、危害气体浓度、火灾严重程度、邻近建(构)筑物受火势威胁、事故单位已采取的处置措施、内部消防设施配备及运行。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":火场警戒的实施}",着火事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":a.火场应设置警戒工作区域。根据侦察检测情况，确定警戒范围，并划分危险区和安全区，设置警戒标志和出入口。严格控制进入警戒区的人员、车辆和物资，进行安全检查做好记录。根据动态检测结果，适时调整警戒范围。及时疏散着火区域和爆炸可能波及范围的无关人员。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":应急处置}",着火事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":c.冷却防爆。冷却防爆是救援队到场时的首要任务。如果到场时，装置的全部或局部及地面均在燃烧，应先设法用泡沫扑灭地面火灾，并在地面及邻近沟槽表面喷射泡沫，在此基础上对事故装置及邻近设备可用水实施从上至下的全方位冷却。冷却中应优先选择重要部位，并分别利用装置邻近高压固定炮、半固定消火栓系统，快速出水。冷却水枪应来回摆动，不能停留在同一部位，防止冷却不均匀使装置变形，装置爆炸后防爆膜爆破，或装置开裂。冷却时应防止冷却水直接进入反应器而扩大事态。为防止燃爆对消防车辆和作战阵地构成的威胁，车辆停靠位置、指挥阵地、分水阵地应设置在上风或侧上风。冷却时，充分利用固定水喷淋系统对燃烧或受到火势威胁的储罐实施冷却，当固定与半固定设施损坏时，现场要加大冷却强度，以防止水流瞬间汽化。同时高喷、消防炮等远距离、大口径装备要合理运用，均匀射水。要重点冷却被火焰直接烘烤的罐壁表面和邻近罐壁，一般情况下，着火罐全部冷却，邻近罐冷却其面对着火罐一侧的表面积一半(具体根据实际情况来决定)。}"
[事故类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":爆炸事故}",事故措施,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":实施现场警戒与撤离}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":实施现场警戒与撤离}",爆炸事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":d.为减少爆炸事故危害，应适度扩大警戒范围，撤离相关职工群众，做好疏散职工群众思想安全教育工作。}"
[小组职责],"{""name"":组织医疗救护队伍进入事故现场，开展医疗救治工作。,""危化品应急预案"":危化品应急预案}",小组细则名称,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":现场询情}"
[事故状态类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":运输事故处置程序}",运输事故措施,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":现场询情}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":现场询情}",运输事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油储存量、泄漏量、泄漏时间、部位、形式、扩散范围等；泄漏事故周边居民、地形、电源、火源等；应急措施、工艺措施、现场人员处理意见等。}"
[事故状态类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":运输事故处置程序}",运输事故措施,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":个体防护}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":个体防护}",运输事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":参加泄漏处理人员应充分了解汽油的理化性质，要于高处和上风处进行处理，严禁单独行动，要有监护人。必要时要用雾状水掩护。要根据汽油的性质和毒物接触形式，选择适当的防护用品，防止事故处理过程中发生伤亡、中毒事故。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":侦察检测}",运输事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":搜寻现场是否有遇险人员；使用检测仪器测定汽油浓度及扩散范围；测定风向、风速及气象数据；确认在现场周围可能会引起火灾、爆炸的各种危险源；确定攻防路线、阵地；确定周边污染情况。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":疏散警戒}",运输事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":根据询情、侦检情况确定警戒区域；将警戒区域划分为重危区、中危区、轻危区和安全区并设置警戒标志，在安全区视情设立隔离带。合理设置出入口，严控进出人员、车辆、物资，并进行安全检查、逐一登记。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":应急处置}",运输事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":①启用喷淋、泡沫、蒸汽等固定、半固定灭火设施；消防车供水或选定水源、铺设水带、设置阵地、有序展开，设置水幕或蒸汽幕，稀释、降解汽油浓度；采用雾状射流形成水幕墙、防止汽油向重要目标或危险源扩散。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":应急处置}",运输事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":②堵漏、注水排险。根据现场泄漏情况，研究堵漏方案，并严格按照堵漏方案实施；根据泄漏情况，在采取其他措施的同时，可通过向罐内注水，抬高液位。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":应急处置}",运输事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":③输转倒罐。通过输转设备和管道采用烃泵倒罐、压力差倒罐置换将汽油从事故储运装置倒入安全装置或容器内。}"
[小组职责],"{""name"":根据事故现场情况，对事故进行分析判断和事态评估，参与制定应急抢险方案，提供技术支持和决策咨询。,""危化品应急预案"":危化品应急预案}",小组细则名称,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":技术支持}"
[小组职责],"{""name"":保障事故救援现场通信畅通。,""危化品应急预案"":危化品应急预案}",小组细则名称,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":技术支持}"
[小组职责],"{""name"":负责对事故现场周边环境的实时监测，分析并提供监测数据；对由危险化学品造成的突发环境事件及其处理过程中产生的污染物，指导协助有关部门做好处理处置工作。,""危化品应急预案"":危化品应急预案}",小组细则名称,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":技术支持}"
[事故类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":泄漏事故}",事故措施,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":技术支持}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":应急处置}",泄漏事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":b.大量泄漏。在适合位置构筑围堤，保证有足够的时间在泄漏物到达前修好围堤。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":应急处置}",泄漏事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":f.输转倒罐。}"
[事故状态类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":运输事故处置程序}",运输事故措施,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":清理移交}"
[事故类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":着火事故}",事故措施,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":清理移交}"
[事故类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":泄漏事故}",事故措施,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":清理移交}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",刺激性,[刺激性],"{""name"":人经眼：140ppm/8小时，轻度刺激。,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",眼睛防护措施,[眼睛防护措施],"{""name"":一般不需要特殊防护，高浓度接触时可戴化学安全防护眼镜。,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",英文名称,[英文名称],"{""name"":Gasoline,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",急性毒性,[急性毒性],"{""name"":LD50：67000 mg/kg(小鼠经口)(120号溶剂汽油)LC50：103000mg/m3，2小时(小鼠吸入)(120号溶剂汽油),""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",稳定性,[稳定性],"{""msds库"":msds库,""name"":在常温常压下稳定}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",稳定性,[稳定性],"{""msds库"":msds库,""name"":在常温常压下稳定}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",健康危害,[健康危害],"{""name"":急性中毒：对中枢神经系统有麻醉作用。轻度中毒症状有头晕、头痛、恶心、呕吐、步态不稳、共济失调。高浓度吸入出现中毒性脑病。极高浓度吸入引起意识突然丧失、反射性呼吸停止。可伴有中毒性周围神经病及化学性肺炎。部分患者出现中毒性精神病。液体吸入呼吸道可引起吸入性肺炎。溅入眼内可致角膜溃疡、穿孔，甚至失明。皮肤接触致急性接触性皮炎，甚至灼伤。吞咽引起急性胃肠炎，重者出现类似急性吸入中毒症状，并可引起肝、肾损害。慢性中毒：神经衰弱综合征、植物神经功能紊乱、周围神经病。严重中毒出现中毒性脑病，症状类似精神分裂症。皮肤损害。?,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",TLVWN_ppm_mg_m3_,[TLVWN_ppm_mg_m3_],"{""msds库"":msds库,""name"":ACGIH 500ppm,1480mg/m3}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",包装方法,[包装方法],"{""name"":小开口钢桶；安瓿瓶外普通木箱；螺纹口玻璃瓶、铁盖压口玻璃瓶、塑料瓶或金属桶（罐）外普通木箱。,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",工程控制,[工程控制],"{""name"":生产过程密闭，全面通风。,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",储运注意事项,[储运注意事项],"{""name"":本品铁路运输时限使用钢制企业自备罐车装运，装运前需报有关部门批准。运输时运输车辆应配备相应品种和数量的消防器材及泄漏应急处理设备。夏季最好早晚运输。运输时所用的槽（罐）车应有接地链，槽内可设孔隔板以减少震荡产生静电。严禁与氧化剂等混装混运。运输途中应防曝晒、雨淋，防高温。中途停留时应远离火种、热源、高温区。装运该物品的车辆排气管必须配备阻火装置，禁止使用易产生火花的机械设备和工具装卸。公路运输时要按规定路线行驶，勿在居民区和人口稠密区停留。铁路运输时要禁止溜放。严禁用木船、水泥船散装运输。?,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",呼吸系统防护措施,[呼吸系统防护措施],"{""name"":一般不需要特殊防护，高浓度接触时可佩戴自吸过滤式防毒面具（半面罩）。,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",蒸发热_KJ_mol_25__,[蒸发热_KJ_mol_25__],"{""name"":310.0,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",有害燃烧产物,[有害燃烧产物],"{""name"":一氧化碳、二氧化碳。,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",引燃温度___,[引燃温度___],"{""name"":390.0,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",分子式,[分子式],"{""msds库"":msds库,""name"":C4-C12(脂肪烃和环烃)}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",前苏联MAC_mg_m3_,[前苏联MAC_mg_m3_],"{""name"":300,""msds库"":msds库}"
[事故类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":着火事故}",事故措施,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":火场警戒的实施}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":应急处置}",着火事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":b.消灭外围火焰。人员救出后，第一出动力量应根据地面流淌火火势大小，用足够的枪炮控制外围火焰，待增援力量到场后，要从外围向火场中心推进，消灭汽油罐体周围的所有火焰，若第一到场队伍冷却力量不足，要积极支援第一出动，加强冷却。}"
